"npi","nb_article","annee"
"'thermalism', 'muscle stretching exercises', 'heart rate variability biofeedback', 'cold-water immersion'","1.0","2012.0"
"'adrenal extract', 'occupational therapy', 'muscle stretching exercises'","1.0","2012.0"
"'dietary carbohydrates', 'dietary supplement'","1.0","2012.0"
"'mountaineering'","1.0","2012.0"
"'dietary supplement', 'isoprostanes', 'endurance training', 'phytotherapy'","1.0","2012.0"
"'dietary carbohydrates', 'endurance training', 'milk'","1.0","2012.0"
"'mobile applications', 'video-based education'","1.0","2012.0"
"'food', 'dietary supplement', 'endurance training', 'muscle stretching exercises', 'dietary carbohydrates'","1.0","2012.0"
"'diet', 'fasting', 'muscle stretching exercises'","1.0","2012.0"
"'dietary supplement', 'beta-alanine'","1.0","2012.0"
"'ear acupuncture', 'acupuncture'","1.0","2012.0"
"'muscle stretching exercises', 'creatine'","1.0","2012.0"
"'dietary supplement', 'nitrate supplementation'","1.0","2012.0"
"'walking', 'cold-water immersion'","1.0","2012.0"
"'beverages', 'dietary carbohydrates', 'dietary supplement', 'diet', 'endurance training', 'creatine'","1.0","2012.0"
"'diet', 'fasting', 'health education'","1.0","2012.0"
"'muscle stretching exercises', 'resistance training', 'shoulder exercises'","1.0","2012.0"
"'compression bandages', 'compression garments'","1.0","2012.0"
"'vitamin e'","1.0","2012.0"
"'muscle stretching exercises', 'physiotherapy', 'transcranial magnetic stimulation', 'ehealth device', 'walking', 'virtual reality'","1.0","2012.0"
"'sodium bicarbonate'","1.0","2012.0"
"'muscle stretching exercises', 'calcium'","1.0","2012.0"
"'psychotherapy', 'adapted physical activity'","1.0","2012.0"
"'branched-chain amino acids', 'dietary carbohydrates', 'dietary fats', 'dietary supplement', 'glutamine', 'food', 'endurance training', 'diet'","1.0","2012.0"
"'biofeedback psychology'","1.0","2012.0"
"'creatine', 'dietary supplement', 'endurance training'","1.0","2012.0"
"'aerobic exercise'","1.0","2012.0"
"'endurance training', 'resistance training', 'tea', 'tea tree oil', 'melaleuca alternifolia', 'dietary supplement'","1.0","2012.0"
"'muscle stretching exercises', 'physiotherapy'","1.0","2012.0"
"'ice ingestion'","1.0","2012.0"
"'endurance training', 'calcium'","1.0","2012.0"
"'milk'","1.0","2012.0"
"'wrestling', 'resistance training'","1.0","2012.0"
"'beverages', 'coffee', 'phytotherapy'","1.0","2012.0"
"'diet', 'creatine'","1.0","2012.0"
"'facilitator to screening'","1.0","2012.0"
"'wave therapy', 'shock wave therapy'","1.0","2012.0"
"'coffee', 'dietary carbohydrates', 'dietary fats', 'dietary supplement', 'food', 'endurance training', 'mountaineering'","1.0","2012.0"
"'dietary supplement'","1.0","2012.0"
"'endurance training', 'muscle stretching exercises', 'resistance training'","1.0","2012.0"
"'muscle stretching exercises', 'endurance training'","1.0","2012.0"
"'dietary supplement', 'creatine', 'beta-alanine'","1.0","2012.0"
"'beverages', 'dietary carbohydrates', 'dietary supplement', 'endurance training'","1.0","2012.0"
"'cryotherapy'","1.0","2012.0"
"'muscle stretching exercises', 'mind-body therapies', 'coffee'","1.0","2012.0"
"'endurance training', 'cranberry', 'vegetables'","1.0","2012.0"
"'dietary supplement', 'muscle stretching exercises', 'wrestling', 'diet', 'dietary sodium'","1.0","2012.0"
"'endurance training'","24.0","2002.0"
"'muscle stretching exercises'","7.0","2002.0"
"'endurance training', 'muscle stretching exercises'","4.0","2002.0"
"'dietary supplement'","3.0","2002.0"
"'physiotherapy', 'muscle stretching exercises'","3.0","2002.0"
"'creatine', 'dietary supplement'","3.0","2002.0"
"'endurance training', 'resistance training'","2.0","2002.0"
"'breathing exercises', 'endurance training'","2.0","2002.0"
"'physiotherapy'","2.0","2002.0"
"'creatine', 'dietary supplement', 'endurance training'","2.0","2002.0"
"'creatine'","2.0","2002.0"
"'dietary carbohydrates', 'dietary fats', 'endurance training', 'diet'","2.0","2002.0"
"'dietary supplement', 'diet', 'coffee'","1.0","2002.0"
"'dietary carbohydrates', 'dietary fats', 'endurance training'","1.0","2002.0"
"'food'","1.0","2002.0"
"'dietary carbohydrates', 'fasting'","1.0","2002.0"
"'electric stimulation therapy', 'endurance training'","1.0","2002.0"
"'breathing exercises', 'muscle stretching exercises'","1.0","2002.0"
"'dietary carbohydrates', 'dietary fats', 'muscle stretching exercises', 'walking'","1.0","2002.0"
"'endurance training', 'creatine'","1.0","2002.0"
"'wrestling'","1.0","2002.0"
"'vitamin d', 'calcium'","1.0","2002.0"
"'endurance training', 'taurine'","1.0","2002.0"
"'muscle stretching exercises', 'muscle relaxation'","1.0","2002.0"
"'dietary supplement', 'diet'","1.0","2002.0"
"'endurance training', 'pulmonary rehabilitation'","1.0","2002.0"
"'dietary supplement', 'endurance training'","1.0","2002.0"
"'beverages', 'coffee', 'endurance training'","1.0","2002.0"
"'calcium', 'body image'","1.0","2002.0"
"'hyperbaric oxygenation'","1.0","2002.0"
"'beverages', 'dietary carbohydrates', 'diet', 'food'","1.0","2002.0"
"'diet', 'diet fad', 'dietary carbohydrates', 'dietary fats', 'endurance training'","1.0","2002.0"
"'amino acids', 'dietary supplement', 'endurance training'","1.0","2002.0"
"'dietary supplement', 'muscle stretching exercises', 'food', 'bovine colostrum'","1.0","2002.0"
"'endurance training', 'muscle stretching exercises', 'wrestling'","1.0","2002.0"
"'beverages'","1.0","2002.0"
"'dietary carbohydrates'","1.0","2002.0"
"'coffee', 'calcium', 'creatine', 'dietary supplement', 'food', 'ephedra', 'health education'","1.0","2002.0"
"'endurance training', 'muscle stretching exercises', 'sodium bicarbonate'","1.0","2002.0"
"'exercise movement techniques'","1.0","2002.0"
"'weight lifting'","1.0","2002.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training', 'muscle stretching exercises', 'vitamin c', 'glutamine', 'dietary fats'","1.0","2002.0"
"'diet', 'dietary carbohydrates', 'dietary fats'","1.0","2002.0"
"'dietary carbohydrates', 'dietary supplement', 'diet'","1.0","2002.0"
"'creatine', 'dietary supplement', 'endurance training', 'resistance training'","1.0","2002.0"
"'massage', 'muscle stretching exercises'","1.0","2002.0"
"'coffee', 'endurance training', 'diet', 'beverages', 'alcoholic beverages', 'energy drinks'","1.0","2002.0"
"'muscle stretching exercises', 'resistance training'","1.0","2002.0"
"'health education'","1.0","2002.0"
"'dietary carbohydrates', 'beverages', 'endurance training', 'food'","1.0","2002.0"
"'beverages', 'coffee', 'dietary supplement', 'endurance training', 'taurine'","1.0","2002.0"
"'muscle stretching exercises', 'weight lifting', 'creatine'","1.0","2002.0"
"'dietary carbohydrates', 'endurance training', 'polydextrose'","1.0","2002.0"
"'astragalus plant', 'chinese herbal drugs'","1.0","2002.0"
"'coffee', 'endurance training', 'beverages', 'heart rate variability biofeedback'","1.0","2002.0"
"'acoustic stimulation', 'beverages', 'dietary carbohydrates', 'endurance training', 'aerobic exercise', 'diet'","1.0","2002.0"
"'creatine', 'dietary supplement', 'muscle relaxation'","1.0","2002.0"
"'ultrasonic therapy'","1.0","2002.0"
"'amino acids', 'diet', 'aerobic exercise'","1.0","2002.0"
"'creatine', 'endurance training', 'chromium'","1.0","2002.0"
"'diet', 'endurance training'","1.0","2002.0"
"'hyperbaric oxygenation', 'hyperbaric oxygen therapy'","1.0","2002.0"
"'endurance training', 'high-intensity interval training'","1.0","2002.0"
"'dietary carbohydrates', 'dietary fats', 'diet'","1.0","2002.0"
"'muscle relaxation'","1.0","2002.0"
"'endurance training', 'aerobic exercise'","1.0","2002.0"
"'diet', 'dietary supplement', 'health education', 'food'","1.0","2002.0"
"'resistance training', 'aerobic exercise'","1.0","2002.0"
"'dietary supplement', 'endurance training', 'whey proteins', 'bovine colostrum'","1.0","2002.0"
"'dietary supplement', 'muscle stretching exercises', 'weight lifting', 'diet', 'resistance training', 'olive oil', 'fasting', 'linoleic acid'","1.0","2002.0"
"'endurance training', 'diet'","1.0","2002.0"
"'plants'","1.0","2002.0"
"'diet', 'endurance training', 'creatine', 'arginine', 'riboflavin', 'coenzyme q10'","1.0","2002.0"
"'resistance training', 'health education'","1.0","2002.0"
"'muscle stretching exercises', 'physiotherapy', 'weight lifting'","1.0","2002.0"
"'creatine', 'dietary supplement', 'resistance training'","1.0","2002.0"
"'amino acids', 'diet', 'branched-chain amino acids'","1.0","2002.0"
"'endurance training', 'weight lifting', 'creatine'","1.0","2002.0"
"'vitamin c', 'diet', 'vitamin e', 'beta carotene', 'antioxidant supplementation'","1.0","2002.0"
"'coffee', 'endurance training', 'dietary supplement'","1.0","2002.0"
"'socioenvironmental therapy'","1.0","2002.0"
"'endurance training'","24.0","2013.0"
"'muscle stretching exercises'","23.0","2013.0"
"'resistance training'","15.0","2013.0"
"'endurance training', 'high-intensity interval training'","6.0","2013.0"
"'health education'","4.0","2013.0"
"'endurance training', 'resistance training'","4.0","2013.0"
"'coffee'","3.0","2013.0"
"'endurance training', 'muscle stretching exercises'","3.0","2013.0"
"'dietary carbohydrates', 'endurance training'","3.0","2013.0"
"'plyometric exercise'","3.0","2013.0"
"'electric stimulation therapy'","3.0","2013.0"
"'beverages'","3.0","2013.0"
"'physiotherapy'","3.0","2013.0"
"'high-intensity interval training'","2.0","2013.0"
"'muscle stretching exercises', 'walking'","2.0","2013.0"
"'body image'","2.0","2013.0"
"'plyometric exercise', 'resistance training'","2.0","2013.0"
"'cold-water immersion'","2.0","2013.0"
"'muscle stretching exercises', 'video-based education'","2.0","2013.0"
"'endurance training', 'heart rate variability biofeedback'","2.0","2013.0"
"'dietary supplement', 'endurance training', 'beta-alanine'","2.0","2013.0"
"'muscle stretching exercises', 'resistance training'","2.0","2013.0"
"'silicon dioxide'","2.0","2013.0"
"'heart rate variability biofeedback'","2.0","2013.0"
"'coffee', 'energy drinks', 'endurance training'","2.0","2013.0"
"'coffee', 'endurance training'","2.0","2013.0"
"'muscle stretching exercises', 'aerobic exercise'","2.0","2013.0"
"'psychotherapy', 'psychosocial intervention'","1.0","2013.0"
"'baths', 'cold-water immersion'","1.0","2013.0"
"'diet', 'endurance training'","1.0","2013.0"
"'osteopathic manipulation'","1.0","2013.0"
"'muscle stretching exercises', 'walking', 'physiotherapy'","1.0","2013.0"
"'creatine'","1.0","2013.0"
"'dietary supplement', 'diet', 'vitamins', 'protein supplementation'","1.0","2013.0"
"'dietary supplement', 'protein supplementation'","1.0","2013.0"
"'beverages', 'flavonoids', 'milk', 'creatine', 'chocolate'","1.0","2013.0"
"'endurance training', 'phytotherapy', 'rhodiola rosea'","1.0","2013.0"
"'dietary supplement', 'fish oils', 'ginkgo', 'phytotherapy', 'vitamins', 'rice'","1.0","2013.0"
"'coffee', 'resistance training'","1.0","2013.0"
"'arginine', 'dietary supplement', 'endurance training'","1.0","2013.0"
"'transcranial magnetic stimulation', 'transcranial direct current stimulation'","1.0","2013.0"
"'muscle stretching exercises', 'vitamin d', 'calcium'","1.0","2013.0"
"'sodium bicarbonate'","1.0","2013.0"
"'muscle stretching exercises', 'counseling', 'exercise interventions'","1.0","2013.0"
"'diet', 'vitamin c', 'quercetin', 'flavonoids'","1.0","2013.0"
"'massage', 'endurance training'","1.0","2013.0"
"'agaricus', 'vitamin d3', 'dietary supplement', 'vitamin d', 'vitamins', 'mushrooms'","1.0","2013.0"
"'endurance training', 'heart rate variability biofeedback', 'high-intensity interval training'","1.0","2013.0"
"'dietary carbohydrates', 'endurance training', 'fasting'","1.0","2013.0"
"'cognitive behavioral therapy', 'muscle stretching exercises', 'computer assisted therapy', 'cognitive remediation'","1.0","2013.0"
"'quercetin', 'resveratrol', 'isoprostanes'","1.0","2013.0"
"'coffee', 'dietary supplement'","1.0","2013.0"
"'dietary supplement', 'fish oils', 'endurance training', 'resistance training', 'food', 'linoleic acid'","1.0","2013.0"
"'dairy products', 'dietary supplement', 'vitamin d', 'calcium'","1.0","2013.0"
"'bandages'","1.0","2013.0"
"'plants', 'magnolia officinalis', 'plants, medicinal', 'dietary supplement'","1.0","2013.0"
"'endurance training', 'muscle stretching exercises', 'resistance training'","1.0","2013.0"
"'acupuncture', 'moxibustion', 'physiotherapy'","1.0","2013.0"
"'vestibular rehabilitation'","1.0","2013.0"
"'dietary supplement', 'beta-alanine'","1.0","2013.0"
"'aerobic exercise', 'physiotherapy'","1.0","2013.0"
"'beverages', 'endurance training', 'coffee'","1.0","2013.0"
"'diet', 'health education'","1.0","2013.0"
"'weight lifting'","1.0","2013.0"
"'endurance training', 'resistance training', 'aerobic exercise'","1.0","2013.0"
"'beverages', 'dietary supplement', 'diet', 'flavonoids', 'fruit', 'vegetables'","1.0","2013.0"
"'probiotics', 'yogurt'","1.0","2013.0"
"'beverages', 'endurance training', 'ice ingestion'","1.0","2013.0"
"'muscle stretching exercises', 'bandages'","1.0","2013.0"
"'dietary supplement', 'endurance training', 'xanthophylls', 'astaxanthin', 'carotenoids'","1.0","2013.0"
"'beverages', 'endurance training'","1.0","2013.0"
"'muscle stretching exercises', 'walking', 'resistance training', 'physiotherapy'","1.0","2013.0"
"'dietary supplement', 'diet', 'calcium', 'walking', 'nitrate supplementation'","1.0","2013.0"
"'coffee', 'dietary supplement', 'energy drinks', 'endurance training'","1.0","2013.0"
"'thermalism', 'muscle stretching exercises', 'resistance training'","1.0","2013.0"
"'dietary supplement', 'eicosapentaenoic acid', 'fatty acids, omega-3', 'eicosanoids', 'fatty acids, unsaturated'","1.0","2013.0"
"'magnetic therapy', 'endurance training'","1.0","2013.0"
"'endurance training', 'amino acids'","1.0","2013.0"
"'low-calorie diet', 'diet', 'beverages', 'muscle stretching exercises', 'dietary sodium'","1.0","2013.0"
"'cryotherapy', 'electric stimulation therapy', 'physiotherapy'","1.0","2013.0"
"'smartphone', 'ehealth device'","1.0","2013.0"
"'health education', 'endurance training', 'muscle stretching exercises', 'resistance training'","1.0","2013.0"
"'endurance training', 'muscle stretching exercises', 'high-intensity interval training'","1.0","2013.0"
"'thermalism', 'cold-water immersion'","1.0","2013.0"
"'vitamin d', 'calcium'","1.0","2013.0"
"'electric stimulation therapy', 'oscillating positive expiratory pressure', 'endurance training'","1.0","2013.0"
"'rice'","1.0","2013.0"
"'coffee', 'dietary supplement', 'endurance training'","1.0","2013.0"
"'endurance training', 'muscle stretching exercises', 'kinesio tapes'","1.0","2013.0"
"'aerobic exercise'","1.0","2013.0"
"'carbohydrate-restricted diet', 'muscle stretching exercises', 'diet'","1.0","2013.0"
"'oscillating positive expiratory pressure'","1.0","2013.0"
"'cryotherapy', 'ultrasonic therapy'","1.0","2013.0"
"'cryotherapy', 'cold-water immersion'","1.0","2013.0"
"'endurance training', 'sodium bicarbonate'","1.0","2013.0"
"'beverages', 'dietary carbohydrates', 'endurance training'","1.0","2013.0"
"'arginine', 'coffee', 'creatine', 'dietary supplement', 'energy drinks', 'taurine', 'beta-alanine'","1.0","2013.0"
"'muscle stretching exercises', 'ginseng', 'creatine', 'notoginseng'","1.0","2013.0"
"'muscle stretching exercises', 'shoulder exercises'","1.0","2013.0"
"'acoustic stimulation'","1.0","2013.0"
"'compression bandages', 'thermalism', 'muscle stretching exercises', 'cold-water immersion', 'compression garments'","1.0","2013.0"
"'breathing exercises', 'meditation', 'muscle stretching exercises', 'yoga'","1.0","2013.0"
"'iron'","1.0","2013.0"
"'coffee', 'dietary carbohydrates', 'dietary supplement', 'physiotherapy', 'sodium bicarbonate', 'diet'","1.0","2013.0"
"'diet', 'endurance training', 'food'","1.0","2013.0"
"'dietary carbohydrates', 'diet'","1.0","2013.0"
"'acoustic stimulation', 'music therapy'","1.0","2013.0"
"'dietary supplement', 'phytotherapy', 'green tea', 'tea', 'polyphenols', 'blueberry'","1.0","2013.0"
"'melatonin', 'phototherapy', 'endurance training'","1.0","2013.0"
"'endurance training', 'muscle stretching exercises', 'plyometric exercise', 'resistance training'","1.0","2013.0"
"'dance therapy', 'endurance training', 'heart rate variability biofeedback'","1.0","2013.0"
"'counseling'","1.0","2013.0"
"'diet', 'dietary supplement', 'fatty acids, omega-3', 'eicosapentaenoic acid', 'docosahexaenoic acid'","1.0","2013.0"
