"out","nb_article","annee"
"'sport performance|physical performance|exercise performance', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","1996.0"
"'sport performance|health|injuries +  illness prevention|physiologic disturbances|hypoglycemia', 'sport performance|physiological performance|homeostasis|blood glucose homeostasis|glucose levels'","1.0","1996.0"
"'sport performance|physical performance|endurance performance|endurance capacity'","1.0","1996.0"
"'sport performance|physical performance|endurance performance|cardiorespiratory endurance', 'sport performance|physiological performance|bone density', 'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|endurance development|cardiovascular endurance'","1.0","1996.0"
"'sport performance|physical performance|stability'","1.0","1996.0"
"'sport performance|health|injuries|foot and ankle injuries|ankle sprain'","1.0","1996.0"
"'sport performance|health|rehabilitation|injuries treatment|healing', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","1996.0"
"'sport performance|physiological performance|cardiorespiratory performance|cardiorespiratory fitness'","1.0","1996.0"
"'sport performance|physiological performance|energy cost', 'skill performance|motor skill performance|gross motor skill performance|running performance|running efficiency', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","1996.0"
"'sport performance|physical performance|endurance performance', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","1996.0"
"'sport performance|physiological performance|specific environnement adaptations|altitude performance|haematocrit', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","1996.0"
"'sport performance|physical performance|power performance|aerobic power'","1.0","1996.0"
"'technical performance|skill performance|motor skill performance|fine motor skill performance|motor performance', 'sport performance|technical performance|agility'","1.0","1996.0"
"'sport performance|physiological performance|specific environnement adaptations|hydration'","1.0","1996.0"
"'sport performance|physiological performance|specific environnement adaptations|hydration', 'sport performance|physical performance|exercise performance', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","1996.0"
"'sport performance|health|injuries|knees injuries|anterior cruciate ligament injury', 'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|injuries treatment|healing'","1.0","1996.0"
"'sport performance|physical performance|velocity|running velocity', 'sport performance|physical performance|velocity'","1.0","1996.0"
"'sport performance|mental performance|emotion management|mood'","1.0","1996.0"
"'sport performance|physical performance|strength performance|muscle strength'","1.0","1996.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max', 'sport performance|physical performance|endurance performance|endurance capacity', 'sport performance|physiological performance|homeostasis|blood glucose homeostasis|blood glucose levels', 'sport performance|physiological performance|homeostasis|blood glucose homeostasis|glucose levels'","1.0","1996.0"
"'sport performance|physical performance|strength performance|muscle strength|inspiratory muscle strength'","1.0","1996.0"
"'sport performance|physiological performance|muscle metabolism|muscle glycogen'","1.0","1996.0"
"'sport performance|physiological performance|inflammation', 'sport performance|health|rehabilitation', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","1996.0"
"'sport performance|physiological performance|bone health|bone mass', 'sport performance|health|rehabilitation'","1.0","1996.0"
"'sport performance|physiological performance|muscle metabolism', 'sport performance|physiological performance|muscle metabolism|muscle glycogen'","1.0","1996.0"
"'sport performance|health|reconditioning|restore performance functions|physiological function'","1.0","1996.0"
"'sport performance|physiological performance|bone density'","1.0","1996.0"
"'sport performance|physical performance|endurance performance|aerobic performance|maximal aerobic power', 'sport performance|health|rehabilitation|reflex control', 'sport performance|health|rehabilitation|reflex control|reflex'","1.0","1996.0"
"'sport performance|physiological performance|blood flow', 'specific environnement adaptations|exercise performance in hot and humid environments|physiological strain|thermal strain|thermoregulation', 'specific environnement adaptations|exercise performance in hot and humid environments|physiological strain|thermal strain|thermal tolerance', 'sport performance|physical performance'","1.0","1996.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","1996.0"
"'sport performance|physical performance|endurance performance|aerobic performance|vo2max', 'sport performance|health|rehabilitation'","1.0","1996.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|cycling performance'","1.0","1996.0"
"'sport performance|physical performance|flexibility performance|muscle stiffness', 'sport performance|health|rehabilitation'","1.0","1996.0"
"'sport performance|health|injuries|foot and ankle injuries|ankle sprain', 'sport performance|health|rehabilitation'","1.0","1996.0"
"'sport performance|physical performance|endurance performance|endurance exercise performance'","1.0","1996.0"
"'sport performance|physiological performance|central fatigue', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","1996.0"
"'sport performance|physical performance|exercise performance'","9.0","2011.0"
"'sport performance|physical performance|endurance performance'","9.0","2011.0"
